iter	Logloss
467	0.161068624
468	0.1610127201
469	0.1609584074
470	0.1609038851
471	0.1608510628
472	0.1607909731
473	0.1607429966
474	0.160708169
475	0.1606718302
476	0.1606446017
477	0.1605975168
478	0.1605337761
479	0.1604879295
480	0.1604704416
481	0.1603905817
482	0.1603436551
483	0.1602957114
484	0.1602471991
485	0.1602182787
486	0.1601799237
487	0.1601549153
488	0.1600785374
489	0.1600448328
490	0.1600096069
491	0.159966771
492	0.1599265408
493	0.159894346
494	0.1598677415
495	0.1598446409
496	0.1597691483
497	0.1597357508
498	0.1596917857
499	0.1596332518
500	0.1595877863
501	0.1595567611
502	0.1595115359
503	0.1594743236
504	0.1594424529
505	0.1593922858
506	0.1593728443
507	0.1593338156
508	0.15929649
509	0.1592542876
510	0.1592097807
511	0.1591762743
512	0.1591556234
513	0.1591203325
514	0.1590805232
515	0.159031323
516	0.1590043087
517	0.1589702758
518	0.1589493763
519	0.1589157843
520	0.1588545209
521	0.1588363192
522	0.1588057564
523	0.1587340354
524	0.1586970766
525	0.1586391735
526	0.158602597
527	0.158521122
528	0.1584596976
529	0.1583966369
530	0.1583593574
531	0.1583242905
532	0.1582839591
533	0.1582391784
534	0.1581976917
535	0.1581149506
536	0.1580871107
537	0.1580502761
538	0.1579948765
539	0.1579711694
540	0.1579460477
541	0.1578973362
542	0.1578723393
543	0.157839723
544	0.1577929561
545	0.1577663359
546	0.1577246786
547	0.1576967449
548	0.1576532078
549	0.1576188605
550	0.1575545077
551	0.1575236966
552	0.1574889105
553	0.1574606416
554	0.1574248897
555	0.1573857901
556	0.1573559134
557	0.1573216506
558	0.1572741599
559	0.1572713471
560	0.1572320362
561	0.1572053305
562	0.157194423
563	0.1571546605
564	0.1571225279
565	0.1570834001
566	0.157020613
567	0.1569570194
568	0.1569281807
569	0.1568971242
570	0.1568620844
571	0.1568292261
572	0.1567767137
573	0.1567548364
574	0.1567260269
575	0.1566790315
576	0.1566373838
577	0.1566099071
578	0.1565730108
579	0.1565337928
580	0.1565012265
581	0.1564551352
582	0.156424222
583	0.1564003766
584	0.1563613942
585	0.1563279647
586	0.1563056454
587	0.1562803461
588	0.1562432834
589	0.1561999057
590	0.1561648976
591	0.1561185547
592	0.1560859954
593	0.1560366988
594	0.1559861231
595	0.1559466079
596	0.1559177273
597	0.1558853139
598	0.1558564299
599	0.1558227077
600	0.1557895777
601	0.1557482396
602	0.1556996175
603	0.1556622491
604	0.155632604
605	0.1556025742
606	0.1555714035
607	0.1555183679
608	0.1554840729
609	0.1554602059
610	0.1554293975
611	0.1554133471
612	0.1553605908
613	0.1553383836
614	0.1552951369
615	0.1552574439
616	0.1552311811
617	0.1551869908
618	0.1551558739
619	0.1551166117
620	0.1550788636
621	0.1550080996
622	0.1549863999
623	0.154950592
624	0.1549140414
625	0.1548850423
626	0.1548182751
627	0.1547873587
628	0.1547615518
629	0.1547218379
630	0.1546890514
631	0.154645795
632	0.1546140456
633	0.1545842589
634	0.1545364743
635	0.1545068627
636	0.1544785649
637	0.1544415026
638	0.1544061287
639	0.1543902161
640	0.1543584019
641	0.1543339797
642	0.1543067944
643	0.1542689172
644	0.1542272484
645	0.154156502
646	0.1541260163
647	0.1540865907
648	0.1540494048
649	0.1539670152
650	0.1539327143
651	0.1539183055
652	0.1538922388
653	0.1538487078
654	0.1538308227
655	0.1538017918
656	0.1537783331
657	0.1537542729
658	0.153727733
659	0.1536717437
660	0.1536410004
661	0.1536075475
662	0.1535558514
663	0.1535253898
664	0.1534905205
665	0.1534640582
666	0.1534203572
667	0.1533661149
668	0.1533428288
669	0.1533284364
670	0.1532826172
671	0.1532409763
672	0.1531973247
673	0.1531766748
674	0.1531471061
675	0.1531027589
676	0.1530609596
677	0.1530446204
678	0.1530009146
679	0.1529787072
680	0.1529429455
681	0.1529100985
682	0.1528689006
683	0.1528423333
684	0.1528192244
685	0.1527681057
686	0.1527367365
687	0.1527074344
688	0.1526757676
689	0.1526304514
690	0.1525893631
691	0.1525343498
692	0.1524965217
693	0.1524453493
694	0.1524175935
695	0.1523625436
696	0.1523192454
697	0.1522922783
698	0.1522451031
699	0.152214343
700	0.1521916099
701	0.1521678263
702	0.1521412494
703	0.1521192049
704	0.152087298
705	0.1520439655
706	0.1520256666
707	0.1519916333
708	0.1519615187
709	0.1519271706
710	0.151882863
711	0.1518582011
712	0.1518105209
713	0.1517797442
714	0.1517506024
715	0.1517256711
716	0.1516938085
717	0.1516778523
718	0.1516483383
719	0.1516153934
720	0.1516009239
721	0.1515689711
722	0.15153492
723	0.1514977003
724	0.1514447185
725	0.1514039317
726	0.1513761245
727	0.1513551133
728	0.1513319226
729	0.151311459
730	0.1512849406
731	0.1512502004
732	0.1511841503
733	0.1511445424
734	0.1511208337
735	0.1510985406
736	0.1510716843
737	0.151046574
738	0.1509728486
739	0.1509514198
740	0.1509340635
741	0.1508894904
742	0.1508609817
743	0.150804899
744	0.1507827985
745	0.1507510528
746	0.1507170268
747	0.1506999626
748	0.1506751203
749	0.1506408731
750	0.1506120713
751	0.1505848307
752	0.1505359448
753	0.1505066566
754	0.1504684386
755	0.1504454154
756	0.150407196
757	0.1503794571
758	0.1503586596
759	0.1503383918
760	0.1503288553
761	0.1503055905
762	0.1502857715
763	0.1502576946
764	0.1502391784
765	0.150210884
766	0.1501861732
767	0.1501674838
768	0.150123471
769	0.1500821441
770	0.1500308563
771	0.1499811629
772	0.1499602045
773	0.1499474652
774	0.1499028978
775	0.1498800006
776	0.1498704092
777	0.1498253971
778	0.1497942787
779	0.1497694992
780	0.1497294499
781	0.1496983981
782	0.1496821784
783	0.1496415498
784	0.1496259301
785	0.1496080425
786	0.1495649861
787	0.149530686
788	0.1495055314
789	0.1494798512
790	0.1494502083
791	0.1494237073
792	0.1494005501
793	0.1493819068
794	0.1493613236
795	0.149318225
796	0.1492935149
797	0.1492589924
798	0.1492382246
799	0.1491810919
800	0.1491528085
801	0.1491150555
802	0.1490796199
803	0.1490561703
804	0.1490314498
805	0.1489955548
806	0.1489575688
807	0.1489276602
808	0.1488976466
809	0.1488771197
810	0.1488132934
811	0.1487697026
812	0.1487163482
813	0.1486755935
814	0.1486585884
815	0.148637793
816	0.1486107121
817	0.1485887421
818	0.1485510023
819	0.1485357384
820	0.1485099215
821	0.1484889576
822	0.1484738857
823	0.1484384289
824	0.1484207745
825	0.1484104111
826	0.1483657489
827	0.1483419116
828	0.1483094308
829	0.1482696443
830	0.1482546102
831	0.1482248163
832	0.1481740728
833	0.148155114
834	0.1481377554
835	0.1481265355
836	0.1480626995
837	0.1480119254
838	0.1479794475
839	0.1479541433
840	0.1479129024
841	0.1478618686
842	0.1478283897
843	0.1477886026
844	0.1477716434
845	0.1477656982
846	0.147748492
847	0.1477115405
848	0.1476867173
849	0.1476457621
850	0.1476242524
851	0.1475814206
852	0.1475478517
853	0.1475243087
854	0.1474985632
855	0.1474643048
856	0.1474334201
857	0.1474007186
858	0.1473735472
859	0.1473512506
860	0.147313202
861	0.1472761991
862	0.1472444834
863	0.1472200856
864	0.1471945754
865	0.147161013
866	0.147135154
867	0.1470988176
868	0.1470755637
869	0.1470362854
870	0.1469998398
871	0.1469579303
872	0.1469236209
873	0.1468904015
874	0.1468527302
875	0.1468256579
876	0.1467983934
877	0.1467677735
878	0.1467419372
879	0.1467147578
880	0.1466943947
881	0.1466520265
882	0.1466393355
883	0.1466036863
884	0.1465701703
885	0.1465176568
886	0.146501675
887	0.1464844071
888	0.1464557723
889	0.1464325229
890	0.1464071119
891	0.1463943787
892	0.1463774411
893	0.1463538963
894	0.1463328013
895	0.1463045255
896	0.1462936107
897	0.1462731807
898	0.1462511621
899	0.1462129578
900	0.146174837
901	0.1461513438
902	0.1461290415
903	0.146084378
904	0.1460436628
905	0.1460300546
906	0.1459979189
907	0.1459620167
908	0.1459315125
909	0.1458996993
910	0.1458710746
911	0.1458426059
912	0.1458278225
913	0.1458119085
914	0.1457832819
915	0.1457386812
916	0.145720233
917	0.1457005192
918	0.1456634649
919	0.1456432392
920	0.1456250531
921	0.1455961281
922	0.145559571
923	0.1455361946
924	0.1455174474
925	0.1454928856
926	0.1454580245
927	0.1454385689
928	0.1454179745
929	0.1453691603
930	0.1453366286
931	0.1453070656
932	0.1452947537
933	0.1452643983
934	0.1452409956
935	0.1452155854
936	0.1451984259
937	0.1451630475
938	0.1451376461
939	0.1450955312
940	0.1450678485
941	0.1450176013
942	0.1450009025
943	0.1449715003
944	0.1449360552
945	0.1449046471
946	0.1448792305
947	0.1448544608
948	0.1448164399
949	0.1447892229
950	0.1447648329
951	0.1447389129
952	0.1447287964
953	0.1447021548
954	0.144669515
955	0.1446666326
956	0.144628394
957	0.1446073195
958	0.1445839055
959	0.1445690258
960	0.1445371588
961	0.1445114293
962	0.1444889622
963	0.1444734087
964	0.1444510653
965	0.1444317987
966	0.1443984015
967	0.1443630683
968	0.1443466117
969	0.1443276434
970	0.1442986318
971	0.1442277467
972	0.1441841237
973	0.144157581
974	0.1441389515
975	0.1441118127
976	0.1440784127
977	0.1440545145
978	0.1440348231
979	0.144014306
980	0.1439742378
981	0.1439580283
982	0.1439357814
983	0.1439136848
984	0.1438884201
985	0.1438659301
986	0.1438423237
987	0.1438149078
988	0.1438005134
989	0.1437859102
990	0.1437705408
991	0.1437403681
992	0.1437245511
993	0.1436781588
994	0.1436327691
995	0.1436084262
996	0.1435828396
997	0.1435638849
998	0.143544412
999	0.1435093066
