iter	Passed	Remaining
563	13747	10627
564	13769	10601
565	13794	10577
566	13818	10553
567	13844	10529
568	13866	10503
569	13890	10478
570	13912	10452
571	13936	10427
572	13960	10403
573	13983	10378
574	14007	10353
575	14031	10328
576	14055	10303
577	14077	10278
578	14100	10252
579	14124	10227
580	14147	10202
581	14170	10177
582	14193	10152
583	14217	10127
584	14240	10102
585	14263	10077
586	14285	10051
587	14308	10025
588	14332	10000
589	14355	9975
590	14379	9951
591	14402	9926
592	14425	9900
593	14449	9876
594	14473	9851
595	14495	9826
596	14520	9801
597	14545	9778
598	14570	9754
599	14593	9729
600	14617	9704
601	14641	9679
602	14665	9655
603	14690	9631
604	14711	9605
605	14735	9580
606	14758	9555
607	14783	9531
608	14807	9506
609	14829	9481
610	14852	9455
611	14875	9430
612	14899	9406
613	14922	9381
614	14945	9356
615	14969	9331
616	14992	9306
617	15016	9282
618	15040	9257
619	15063	9232
620	15086	9207
621	15110	9182
622	15132	9157
623	15154	9131
624	15178	9107
625	15200	9081
626	15224	9056
627	15248	9032
628	15272	9007
629	15295	8983
630	15319	8958
631	15343	8934
632	15366	8909
633	15390	8884
634	15415	8861
635	15438	8835
636	15461	8810
637	15485	8786
638	15508	8761
639	15531	8736
640	15555	8712
641	15579	8687
642	15601	8662
643	15624	8637
644	15648	8612
645	15673	8588
646	15696	8563
647	15720	8539
648	15743	8514
649	15768	8490
650	15791	8465
651	15813	8440
652	15837	8415
653	15860	8390
654	15882	8365
655	15905	8340
656	15927	8315
657	15952	8291
658	15975	8266
659	15998	8241
660	16020	8216
661	16043	8191
662	16068	8167
663	16093	8143
664	16117	8119
665	16139	8093
666	16161	8068
667	16185	8044
668	16209	8020
669	16232	7995
670	16256	7970
671	16279	7945
672	16302	7921
673	16324	7895
674	16347	7871
675	16371	7846
676	16395	7822
677	16418	7797
678	16443	7773
679	16466	7748
680	16490	7724
681	16513	7700
682	16539	7676
683	16561	7651
684	16584	7626
685	16609	7602
686	16633	7578
687	16658	7554
688	16685	7531
689	16709	7506
690	16734	7483
691	16756	7458
692	16779	7433
693	16802	7408
694	16824	7383
695	16850	7360
696	16874	7335
697	16897	7310
698	16921	7286
699	16944	7261
700	16967	7237
701	16990	7212
702	17012	7187
703	17035	7162
704	17057	7137
705	17084	7114
706	17106	7089
707	17130	7065
708	17153	7040
709	17176	7015
710	17200	6991
711	17223	6966
712	17246	6942
713	17269	6917
714	17291	6892
715	17313	6867
716	17337	6843
717	17361	6818
718	17385	6794
719	17409	6770
720	17431	6745
721	17454	6720
722	17478	6696
723	17500	6671
724	17524	6647
725	17548	6622
726	17573	6599
727	17597	6574
728	17621	6550
729	17642	6525
730	17665	6500
731	17689	6476
732	17716	6453
733	17743	6430
734	17767	6405
735	17791	6381
736	17816	6358
737	17842	6334
738	17869	6311
739	17893	6287
740	17918	6262
741	17944	6239
742	17971	6216
743	17997	6192
744	18022	6168
745	18048	6145
746	18073	6121
747	18098	6097
748	18123	6073
749	18148	6049
750	18173	6025
751	18199	6002
752	18225	5978
753	18252	5954
754	18279	5931
755	18305	5908
756	18331	5884
757	18356	5860
758	18380	5836
759	18405	5812
760	18428	5787
761	18452	5763
762	18477	5739
763	18501	5715
764	18525	5690
765	18549	5666
766	18573	5642
767	18596	5617
768	18623	5594
769	18649	5570
770	18674	5546
771	18700	5522
772	18723	5498
773	18746	5473
774	18773	5450
775	18797	5426
776	18820	5401
777	18845	5377
778	18869	5353
779	18893	5329
780	18920	5305
781	18944	5281
782	18968	5256
783	18994	5233
784	19016	5208
785	19039	5183
786	19065	5159
787	19090	5136
788	19114	5111
789	19139	5087
790	19164	5063
791	19187	5039
792	19213	5015
793	19237	4991
794	19262	4967
795	19288	4943
796	19313	4919
797	19338	4895
798	19361	4870
799	19388	4847
800	19413	4823
801	19439	4799
802	19463	4775
803	19487	4750
804	19511	4726
805	19534	4701
806	19560	4677
807	19586	4654
808	19613	4630
809	19638	4606
810	19663	4582
811	19690	4558
812	19714	4534
813	19740	4510
814	19765	4486
815	19790	4462
816	19815	4438
817	19839	4414
818	19866	4390
819	19890	4366
820	19915	4342
821	19939	4317
822	19963	4293
823	19988	4269
824	20012	4245
825	20035	4220
826	20063	4197
827	20088	4172
828	20112	4148
829	20139	4125
830	20163	4100
831	20188	4076
832	20214	4052
833	20238	4028
834	20261	4003
835	20285	3979
836	20312	3955
837	20338	3931
838	20364	3907
839	20389	3883
840	20414	3859
841	20440	3835
842	20466	3811
843	20492	3787
844	20517	3763
845	20540	3739
846	20565	3714
847	20590	3690
848	20615	3666
849	20641	3642
850	20666	3618
851	20691	3594
852	20716	3570
853	20741	3546
854	20765	3521
855	20791	3497
856	20816	3473
857	20842	3449
858	20867	3425
859	20892	3401
860	20918	3377
861	20944	3353
862	20970	3329
863	20995	3304
864	21020	3280
865	21045	3256
866	21068	3231
867	21095	3208
868	21119	3183
869	21144	3159
870	21171	3135
871	21196	3111
872	21223	3087
873	21249	3063
874	21275	3039
875	21301	3015
876	21325	2990
877	21350	2966
878	21374	2942
879	21399	2918
880	21424	2893
881	21451	2869
882	21475	2845
883	21501	2821
884	21527	2797
885	21553	2773
886	21577	2748
887	21600	2724
888	21626	2700
889	21651	2676
890	21675	2651
891	21699	2627
892	21724	2603
893	21749	2578
894	21774	2554
895	21799	2530
896	21822	2505
897	21847	2481
898	21872	2457
899	21898	2433
900	21923	2408
901	21947	2384
902	21971	2360
903	21996	2335
904	22022	2311
905	22046	2287
906	22071	2263
907	22098	2239
908	22123	2214
909	22148	2190
910	22173	2166
911	22199	2142
912	22223	2117
913	22247	2093
914	22272	2068
915	22297	2044
916	22321	2020
917	22347	1996
918	22374	1972
919	22398	1947
920	22423	1923
921	22449	1899
922	22474	1874
923	22498	1850
924	22522	1826
925	22547	1801
926	22572	1777
927	22595	1753
928	22619	1728
929	22647	1704
930	22671	1680
931	22696	1655
932	22718	1631
933	22741	1606
934	22764	1582
935	22786	1558
936	22809	1533
937	22832	1509
938	22856	1484
939	22880	1460
940	22902	1435
941	22927	1411
942	22951	1387
943	22975	1362
944	22998	1338
945	23021	1314
946	23045	1289
947	23068	1265
948	23091	1240
949	23116	1216
950	23139	1192
951	23161	1167
952	23183	1143
953	23207	1119
954	23232	1094
955	23252	1070
956	23276	1045
957	23299	1021
958	23322	997
959	23344	972
960	23367	948
961	23391	923
962	23413	899
963	23435	875
964	23458	850
965	23480	826
966	23504	802
967	23528	777
968	23549	753
969	23572	729
970	23596	704
971	23619	680
972	23644	656
973	23668	631
974	23692	607
975	23716	583
976	23741	558
977	23764	534
978	23786	510
979	23809	485
980	23834	461
981	23857	437
982	23879	412
983	23902	388
984	23925	364
985	23947	340
986	23970	315
987	23995	291
988	24017	267
989	24040	242
990	24062	218
991	24087	194
992	24110	169
993	24135	145
994	24160	121
995	24184	97
996	24207	72
997	24231	48
998	24253	24
999	24278	0
